region,maxits,proposed_schools_n,starting_point,algorithm,std,ee,eei,proposed_locations,time,sigma
Dire Dawa,20000,4,5,Random Search,,3433,1804,"[[ 9.53033106 41.9083211 ]
 [ 9.51593295 41.76089239]
 [ 9.49789759 41.88948409]
 [ 9.60808319 41.78216971]]",58.72073555,
Dire Dawa,20000,4,6,Random Search,,3451,1822,"[[ 9.49825098 41.90451743]
 [ 9.6381798  41.78975802]
 [ 9.51838681 41.77272737]
 [ 9.52076434 41.93028239]]",60.56785369,
Dire Dawa,20000,4,7,Random Search,,3544,1915,"[[ 9.62102664 41.77169459]
 [ 9.49205213 41.90124635]
 [ 9.56572761 41.96872312]
 [ 9.50318109 41.77859587]]",61.2072103,
Dire Dawa,20000,4,8,Random Search,,3525,1896,"[[ 9.50591501 41.7850953 ]
 [ 9.60791081 41.78924632]
 [ 9.5044894  41.90447919]
 [ 9.57230396 41.93086878]]",53.28881168,
Dire Dawa,20000,4,9,Random Search,,3421,1792,"[[ 9.49833627 41.93607541]
 [ 9.624879   41.76744722]
 [ 9.57377217 41.95674702]
 [ 9.49041908 41.76556719]]",53.67408085,
Dire Dawa,20000,4,10,Random Search,,3366,1737,"[[ 9.49233442 41.78602756]
 [ 9.59783472 41.90793157]
 [ 9.50330034 41.8873647 ]
 [ 9.61256858 41.7687573 ]]",57.61518884,
Dire Dawa,20000,4,11,Random Search,,3519,1890,"[[ 9.54708315 41.94965995]
 [ 9.5419591  41.88495928]
 [ 9.50592777 41.76739784]
 [ 9.62268529 41.78515689]]",57.76182795,
Dire Dawa,20000,4,12,Random Search,,3587,1958,"[[ 9.51325787 41.89693749]
 [ 9.63721462 41.77045129]
 [ 9.50994268 41.7793342 ]
 [ 9.55552445 41.9076023 ]]",53.04508185,
Dire Dawa,20000,4,13,Random Search,,3524,1895,"[[ 9.51650355 41.78291393]
 [ 9.56317062 41.94193304]
 [ 9.6009753  41.77371396]
 [ 9.50734704 41.90298588]]",56.0811336,
Dire Dawa,20000,4,14,Random Search,,3542,1913,"[[ 9.50994268 41.7793342 ]
 [ 9.61713936 41.78760459]
 [ 9.59350565 41.99475046]
 [ 9.51034421 41.90853738]]",54.92529917,
Dire Dawa,20000,4,15,Random Search,,3350,1721,"[[ 9.62967222 41.79504056]
 [ 9.54052005 41.87456073]
 [ 9.51991293 41.76208047]
 [ 9.53647508 41.95962689]]",61.7653048,
Dire Dawa,20000,4,16,Random Search,,3604,1975,"[[ 9.61781293 41.79220251]
 [ 9.51337758 41.89725077]
 [ 9.58297238 41.9451921 ]
 [ 9.48969936 41.76774299]]",62.97930908,
Dire Dawa,20000,4,17,Random Search,,3447,1818,"[[ 9.61930124 41.78125299]
 [ 9.50943363 41.77557213]
 [ 9.53705195 41.85680536]
 [ 9.55739495 41.92771287]]",57.55642009,
Dire Dawa,20000,4,18,Random Search,,3414,1785,"[[ 9.50754651 41.76129767]
 [ 9.55321679 41.86969964]
 [ 9.51793381 41.91575731]
 [ 9.62032773 41.76224147]]",55.85587692,
Dire Dawa,20000,4,19,Random Search,,3562,1933,"[[ 9.50310399 41.75818052]
 [ 9.61159684 41.79890466]
 [ 9.55757464 41.96330777]
 [ 9.49651385 41.8986905 ]]",58.63253856,
Dire Dawa,20000,4,20,Random Search,,3458,1829,"[[ 9.52358367 41.77729395]
 [ 9.51159139 41.88056725]
 [ 9.62399224 41.77497099]
 [ 9.56703562 41.95240417]]",67.49073243,
Dire Dawa,20000,4,21,Random Search,,3364,1735,"[[ 9.50909094 41.78058148]
 [ 9.54052369 41.87970562]
 [ 9.6198516  41.76538723]
 [ 9.59586951 41.84199359]]",60.97211504,
Dire Dawa,20000,4,22,Random Search,,3373,1744,"[[ 9.51174762 41.76299305]
 [ 9.49584501 41.89081036]
 [ 9.55497525 41.94649447]
 [ 9.59107996 41.75839952]]",58.62118673,
Dire Dawa,20000,4,23,Random Search,,3402,1773,"[[ 9.51725189 41.76757457]
 [ 9.61078666 41.77577548]
 [ 9.50213786 41.92347945]
 [ 9.57239958 41.96068561]]",54.38302374,
Dire Dawa,20000,4,24,Random Search,,3394,1765,"[[ 9.5856098  41.91873544]
 [ 9.51325049 41.90112305]
 [ 9.49252406 41.76566005]
 [ 9.62822846 41.79306291]]",54.83206439,
Dire Dawa,20000,4,25,Random Search,,3503,1874,"[[ 9.49146124 41.76946222]
 [ 9.51731554 41.90659947]
 [ 9.60383946 41.97583002]
 [ 9.62085639 41.7754845 ]]",53.74531651,
Dire Dawa,20000,4,26,Random Search,,3463,1834,"[[ 9.51690786 41.89250278]
 [ 9.62655071 41.7718964 ]
 [ 9.52847622 41.76397823]
 [ 9.55740395 41.97055361]]",57.90177798,
Dire Dawa,20000,4,27,Random Search,,3403,1774,"[[ 9.50093993 41.90596173]
 [ 9.49404281 41.78137402]
 [ 9.64139017 41.76863415]
 [ 9.59268056 41.80007406]]",58.03803515,
Dire Dawa,20000,4,28,Random Search,,3464,1835,"[[ 9.61364161 41.80230489]
 [ 9.52147646 41.89575779]
 [ 9.51296895 41.78000157]
 [ 9.5591446  41.98381701]]",53.7298975,
Dire Dawa,20000,4,29,Random Search,,3661,2032,"[[ 9.61376752 41.78738399]
 [ 9.51468864 41.90504012]
 [ 9.49156752 41.78110029]
 [ 9.53457097 41.95971021]]",53.75915194,
Amhara,20000,5,0,Random Search,,439071,4540,"[[11.07946798 36.87468875]
 [11.20089918 37.84422919]
 [10.48046347 37.76417944]
 [10.53093401 37.38538934]
 [10.2054757  38.23956359]]",70.40502977,
Amhara,20000,5,1,Random Search,,438700,4169,"[[11.97613084 37.74912538]
 [11.3921714  37.145962  ]
 [12.34039313 37.32238199]
 [11.90867639 39.35266938]
 [13.39813974 36.29440396]]",71.13531518,
Amhara,20000,5,2,Random Search,,438569,4038,"[[12.40470284 38.03891459]
 [11.05371654 38.46308525]
 [11.83646552 37.61536147]
 [10.77179891 36.8123317 ]
 [11.06165027 39.24979021]]",74.6035037,
Amhara,20000,5,3,Random Search,,438634,4103,"[[10.06310301 37.56018177]
 [11.45388923 38.98050263]
 [12.14634631 38.04124246]
 [12.43222764 37.58194378]
 [10.26542705 38.90959884]]",72.09735489,
Amhara,20000,5,4,Random Search,,439550,5019,"[[12.64583577 38.61656812]
 [10.82190478 36.31929249]
 [11.84163456 37.59673576]
 [11.24054763 37.87005874]
 [12.11556372 38.03596199]]",69.06900907,
Amhara,20000,5,5,Random Search,,438264,3733,"[[10.37313665 37.63523222]
 [12.11556372 38.03596199]
 [10.19287476 39.06451613]
 [11.33979279 37.02123718]
 [11.08447741 39.99265741]]",68.15009356,
Amhara,20000,5,6,Random Search,,438970,4439,"[[12.01981721 36.11994897]
 [13.1810763  37.60682252]
 [ 9.80073906 39.7834214 ]
 [11.0805106  36.87848075]
 [11.81608236 37.61702346]]",68.9741745,
Amhara,20000,5,7,Random Search,,438653,4122,"[[11.84202798 37.58180527]
 [10.06633578 37.87912468]
 [10.50427891 36.94939093]
 [13.25488611 37.60937015]
 [12.14634631 38.04124246]]",69.96664119,
Amhara,20000,5,8,Random Search,,438866,4335,"[[12.12278749 38.07574964]
 [11.72184456 38.21785511]
 [12.754084   37.70932977]
 [10.78963297 38.89978264]
 [10.90775533 37.93037148]]",68.93328714,
Amhara,20000,5,9,Random Search,,438562,4031,"[[11.7404955  38.97121407]
 [11.09741021 39.03786467]
 [13.03559139 38.24631852]
 [11.67222722 39.57758151]
 [12.15255632 38.04890619]]",70.00687051,
Amhara,20000,5,10,Random Search,,438655,4124,"[[12.36440574 37.54498572]
 [12.12499555 39.67933526]
 [10.94968227 38.25366605]
 [12.10999858 38.0634667 ]
 [11.03018059 38.88911151]]",70.27991033,
Amhara,20000,5,11,Random Search,,439646,5115,"[[10.48965233 37.00281338]
 [10.68537825 37.76616525]
 [12.12150542 38.02726206]
 [10.99338447 36.57197008]
 [10.72800204 37.99352529]]",69.70996189,
Amhara,20000,5,12,Random Search,,439041,4510,"[[13.39909749 38.60602991]
 [10.74008746 39.87260433]
 [11.39842822 36.79430664]
 [12.11869385 38.03779795]
 [11.96571096 37.74305384]]",71.51011705,
Amhara,20000,5,13,Random Search,,438420,3889,"[[10.74711818 38.81915646]
 [11.49701936 38.17663745]
 [12.11869385 38.03779795]
 [11.59097488 38.97497298]
 [11.69376204 39.09229349]]",66.7688086,
Amhara,20000,5,14,Random Search,,439121,4590,"[[10.12544972 37.81311358]
 [12.10999858 38.0634667 ]
 [11.6743897  36.99143197]
 [12.0875954  36.69400611]
 [11.07946798 36.87468875]]",64.71036196,
Amhara,20000,5,15,Random Search,,438522,3991,"[[11.3921714  37.145962  ]
 [10.0248079  37.44244926]
 [12.11556372 38.03596199]
 [10.29806198 39.19248808]
 [12.20082728 38.7465749 ]]",70.78555012,
Amhara,20000,5,16,Random Search,,438699,4168,"[[ 9.31313499 39.67420521]
 [ 9.82226204 39.7626736 ]
 [10.70905    38.73154521]
 [11.84163456 37.59673576]
 [10.77179891 36.8123317 ]]",78.49674034,
Amhara,20000,5,17,Random Search,,438043,3512,"[[10.4009117  38.89155157]
 [12.15255632 38.04890619]
 [12.2377277  36.6132126 ]
 [ 8.89096655 39.33256107]
 [10.8819002  36.82232424]]",74.42755246,
Amhara,20000,5,18,Random Search,,438390,3859,"[[11.07944885 38.67189154]
 [11.21262024 37.60662702]
 [11.42618257 37.15798359]
 [11.02324471 36.9589516 ]
 [10.87634762 39.56219452]]",75.01088715,
Amhara,20000,5,19,Random Search,,438303,3772,"[[10.95184024 37.02833796]
 [11.02135959 37.85348329]
 [11.07697068 36.86707632]
 [11.42297873 37.1622305 ]
 [10.08669964 37.4237558 ]]",76.26666737,
Amhara,20000,5,20,Random Search,,439552,5021,"[[11.76020461 38.50731994]
 [11.83646552 37.61536147]
 [13.42425922 38.36884349]
 [10.56505754 37.44904661]
 [11.96571096 37.74305384]]",66.41286349,
Amhara,20000,5,21,Random Search,,438150,3619,"[[10.53082256 38.1489653 ]
 [10.78827873 36.81382184]
 [12.38844013 37.53916209]
 [10.88578672 36.4479831 ]
 [12.75248529 39.06513203]]",69.03583336,
Amhara,20000,5,22,Random Search,,438538,4007,"[[10.02111544 37.70691294]
 [11.65845253 39.73468538]
 [11.80488977 38.22000991]
 [10.29773856 37.81237885]
 [11.84985943 37.60571339]]",62.19299817,
Amhara,20000,5,23,Random Search,,438574,4043,"[[12.49247837 39.12908042]
 [12.12150542 38.02726206]
 [11.21706922 37.60830403]
 [10.85049172 37.08991375]
 [11.75593162 39.85453223]]",65.84964728,
Amhara,20000,5,24,Random Search,,439061,4530,"[[12.15300089 37.69611245]
 [ 9.19806462 39.33213358]
 [11.81608236 37.61702346]
 [11.59043252 38.03329815]
 [12.10999858 38.0634667 ]]",65.93106961,
Amhara,20000,5,25,Random Search,,439129,4598,"[[10.61728057 39.91977469]
 [12.11869385 38.03779795]
 [12.03426398 36.91046528]
 [10.89520677 39.52569858]
 [ 9.95959684 39.60776097]]",68.22055721,
Amhara,20000,5,26,Random Search,,438515,3984,"[[ 9.27039926 39.34657895]
 [12.40092929 37.1002802 ]
 [10.8540197  38.38247023]
 [10.11662882 38.2897839 ]
 [12.10999858 38.0634667 ]]",65.26079559,
Amhara,20000,5,27,Random Search,,438746,4215,"[[11.8157039  38.20236341]
 [11.72381058 37.2980876 ]
 [12.58632571 38.51678543]
 [11.41382823 37.13960964]
 [12.37431301 37.40765892]]",91.06842995,
Amhara,20000,5,28,Random Search,,439162,4631,"[[12.54084672 36.86155149]
 [12.00576204 36.90910531]
 [11.34905017 37.38726226]
 [10.51362759 37.36985597]
 [10.85667313 38.37300473]]",89.2978425,
Amhara,20000,5,29,Random Search,,439497,4966,"[[12.62272249 38.71631122]
 [10.50965534 37.01988276]
 [12.02892871 36.90813234]
 [10.02155495 39.1537183 ]
 [12.10434092 38.05236228]]",91.30870938,
Oromia,20000,5,0,Random Search,,628671,3423,"[[ 7.45508273 37.00334136]
 [ 8.14366175 39.22809429]
 [ 9.41102254 38.22780377]
 [ 8.63226331 37.50674525]
 [ 9.11107213 35.85719619]]",96.50760531,
Oromia,20000,5,1,Random Search,,628411,3163,"[[ 6.54288014 40.77674878]
 [ 7.87678969 37.14854716]
 [ 8.12564637 39.24195043]
 [ 6.15255756 38.73684451]
 [ 9.31609013 38.15004204]]",95.20139551,
Oromia,20000,5,2,Random Search,,628983,3735,"[[ 7.49487176 37.2936465 ]
 [ 9.30957307 37.31850763]
 [ 9.51031578 35.51533447]
 [ 8.59002458 37.91254846]
 [ 9.76839733 35.18251472]]",96.14704061,
Oromia,20000,5,3,Random Search,,628382,3134,"[[ 8.14366175 39.22809429]
 [ 8.59177591 37.80471573]
 [ 7.99630324 36.10709757]
 [ 7.83669302 38.51081443]
 [ 6.5669724  40.41692982]]",96.03667331,
Oromia,20000,5,4,Random Search,,628475,3227,"[[ 8.12564637 39.24195043]
 [ 9.23333196 36.55436479]
 [ 6.89120936 40.35609791]
 [ 8.36800952 39.88221106]
 [ 5.43146748 38.91804598]]",106.3950131,
Oromia,20000,5,5,Random Search,,628652,3404,"[[ 8.43986307 37.43828025]
 [ 7.05487973 40.00330289]
 [ 8.14366175 39.22809429]
 [ 7.67038725 39.9899922 ]
 [ 8.60723477 37.45868364]]",104.5259786,
Oromia,20000,5,6,Random Search,,628411,3163,"[[ 4.35665546 39.09929204]
 [ 8.14997516 39.20834626]
 [ 9.61603823 37.97052643]
 [ 9.14960297 36.46675095]
 [ 5.72225031 38.56181782]]",113.8250964,
Oromia,20000,5,7,Random Search,,628759,3511,"[[ 7.6904808  39.2436663 ]
 [ 9.45745131 38.28038466]
 [ 8.12564637 39.24195043]
 [ 4.95172541 38.25380973]
 [ 5.51811072 38.82413215]]",109.3689699,
Oromia,20000,5,8,Random Search,,629014,3766,"[[ 8.09255395 38.78204786]
 [ 8.78996264 37.56606871]
 [ 9.66876582 37.15230991]
 [ 8.12564637 39.24195043]
 [ 5.73495871 38.34750303]]",106.1550915,
Oromia,20000,5,9,Random Search,,628191,2943,"[[ 9.0369729  38.0885585 ]
 [ 7.31681389 42.11649995]
 [ 8.14366175 39.22809429]
 [ 8.61942407 41.73564703]
 [10.00461235 36.45221377]]",104.3792827,
Oromia,20000,5,10,Random Search,,628405,3157,"[[ 7.62584893 36.71987183]
 [ 8.44700233 39.45531817]
 [ 8.83885162 40.78176245]
 [ 9.27850654 41.1504487 ]
 [ 7.370798   37.01541251]]",113.1042068,
Oromia,20000,5,11,Random Search,,628215,2967,"[[ 8.14366175 39.22809429]
 [ 7.62885878 41.21767672]
 [ 4.29537854 38.01882684]
 [ 7.37722178 39.89758751]
 [ 9.1525087  36.73757825]]",113.646611,
Oromia,20000,5,12,Random Search,,628189,2941,"[[ 8.94722543 40.83974805]
 [ 4.13458748 39.1353669 ]
 [ 8.14366175 39.22809429]
 [ 6.49036481 40.75605566]
 [ 9.94337519 34.91102733]]",113.818145,
Oromia,20000,5,13,Random Search,,628085,2837,"[[ 5.75345316 38.20390376]
 [ 6.37145067 37.84193259]
 [ 4.94034588 39.77610576]
 [ 7.57656001 37.36328783]
 [ 8.12564637 39.24195043]]",105.3467972,
Oromia,20000,5,14,Random Search,,628124,2876,"[[ 7.59787739 40.36145294]
 [ 8.14366175 39.22809429]
 [ 5.6182838  38.3157765 ]
 [ 8.54855502 37.7956971 ]
 [ 9.59166639 34.80947459]]",95.58343291,
Oromia,20000,5,15,Random Search,,628203,2955,"[[ 8.66975498 34.99084757]
 [ 8.392911   35.90811208]
 [ 8.12564637 39.24195043]
 [ 7.94643954 36.49926211]
 [ 4.57088562 38.19368161]]",100.6867912,
Oromia,20000,5,16,Random Search,,628254,3006,"[[ 9.44335792 35.41720194]
 [ 7.13263409 40.56466139]
 [ 9.65170605 39.34000365]
 [ 8.12564637 39.24195043]
 [ 8.3483018  35.79252955]]",97.57111526,
Oromia,20000,5,17,Random Search,,628288,3040,"[[ 8.72690164 40.46324052]
 [ 8.38048587 38.40136965]
 [ 4.9087782  37.79173031]
 [ 8.14366175 39.22809429]
 [ 5.15458771 39.81967692]]",102.5394711,
Oromia,20000,5,18,Random Search,,629470,4222,"[[ 9.50307854 35.53113544]
 [ 4.69424702 38.77172447]
 [ 9.11800953 40.53114457]
 [ 8.14366175 39.22809429]
 [10.18072189 38.56600852]]",100.7993619,
Oromia,20000,5,19,Random Search,,628104,2856,"[[ 8.6189593  39.68627159]
 [ 4.60892344 38.01475659]
 [ 9.06857761 37.1509894 ]
 [ 6.54533988 40.06571625]
 [ 8.14366175 39.22809429]]",105.5781651,
Oromia,20000,5,20,Random Search,,628378,3130,"[[ 6.11406225 38.53411926]
 [ 8.12564637 39.24195043]
 [ 7.96200498 36.87982575]
 [ 7.12205656 38.84390086]
 [ 7.77594331 35.96035327]]",101.0256882,
Oromia,20000,5,21,Random Search,,628062,2814,"[[ 8.12564637 39.24195043]
 [ 4.40982995 38.53302009]
 [ 7.84475773 39.49171195]
 [ 8.92384061 42.18754962]
 [ 9.92588964 36.99236699]]",103.5535271,
Oromia,20000,5,22,Random Search,,628690,3442,"[[ 8.12564637 39.24195043]
 [ 4.66545586 37.86338678]
 [ 5.64941287 38.83494505]
 [ 9.2838789  41.54750861]
 [ 7.80145693 37.3006962 ]]",101.2911482,
Oromia,20000,5,23,Random Search,,628595,3347,"[[ 9.51031578 35.51533447]
 [ 4.87391593 39.45641507]
 [ 6.85278893 40.05316251]
 [ 7.62584893 36.71987183]
 [ 8.83935074 39.14183919]]",95.032933,
Oromia,20000,5,24,Random Search,,628207,2959,"[[ 7.61966571 36.74472207]
 [ 9.14415081 39.11748257]
 [ 8.94603094 41.59823479]
 [ 8.47980878 39.58299506]
 [ 9.61603823 37.97052643]]",101.383554,
Oromia,20000,5,25,Random Search,,628531,3283,"[[ 5.7034268  39.92238748]
 [ 7.61029957 37.06650766]
 [ 7.06315977 39.39145429]
 [ 7.60618995 37.34478319]
 [ 8.14997516 39.20834626]]",99.02890658,
Oromia,20000,5,26,Random Search,,628363,3115,"[[10.06973207 38.46821338]
 [ 9.15234632 36.88623281]
 [ 9.17959358 37.18466232]
 [ 7.62584893 36.71987183]
 [ 7.69889037 39.15783315]]",105.8757677,
Oromia,20000,5,27,Random Search,,628192,2944,"[[ 6.77801727 39.20800016]
 [ 9.43801837 38.01811637]
 [ 8.14366175 39.22809429]
 [ 4.50322794 39.11525134]
 [ 7.78762376 40.31972405]]",91.86440849,
Oromia,20000,5,28,Random Search,,628638,3390,"[[ 6.52433042 39.3872133 ]
 [ 8.78425849 41.78249245]
 [ 8.52004224 37.02035687]
 [ 8.66856557 37.79579638]
 [ 8.12564637 39.24195043]]",101.7035542,
Oromia,20000,5,29,Random Search,,628161,2913,"[[ 9.04275058 37.32099875]
 [ 8.14366175 39.22809429]
 [ 6.84195956 39.75656524]
 [ 6.01392625 38.77633001]
 [ 8.82990974 42.05778838]]",109.9476023,
Somali,20000,5,0,Random Search,,18045,1247,"[[ 6.09533729 43.56059326]
 [ 8.39214639 44.44937509]
 [ 5.94145325 42.27030463]
 [ 5.10389507 41.97630534]
 [ 7.29459014 46.12370968]]",62.29965782,
Somali,20000,5,1,Random Search,,18091,1293,"[[ 4.53179121 42.45300022]
 [ 9.54237281 42.86277801]
 [ 6.2425233  45.4144797 ]
 [ 6.02156154 42.90436349]
 [ 5.10389507 41.97630534]]",57.52189279,
Somali,20000,5,2,Random Search,,18088,1290,"[[ 5.10389507 41.97630534]
 [ 4.97112047 43.60856153]
 [ 8.17945773 44.98539128]
 [ 7.89872203 43.00555602]
 [ 4.52932331 42.96612493]]",56.30340433,
Somali,20000,5,3,Random Search,,18113,1315,"[[ 6.16335301 44.92350162]
 [ 5.10565696 44.34205692]
 [ 5.5725369  44.11355729]
 [ 6.3496931  43.39469134]
 [ 5.10389507 41.97630534]]",54.36234617,
Somali,20000,5,4,Random Search,,18258,1460,"[[ 8.59395613 43.78567275]
 [10.36564376 41.16852012]
 [ 5.21016707 40.18829893]
 [ 5.10389507 41.97630534]
 [ 4.43841168 39.97680738]]",55.81040454,
Somali,20000,5,5,Random Search,,18045,1247,"[[ 5.10389507 41.97630534]
 [ 5.51877113 45.50529332]
 [ 7.1105029  42.40063584]
 [ 7.55127229 44.56038254]
 [ 5.91316729 42.97395403]]",55.91420484,
Somali,20000,5,6,Random Search,,18092,1294,"[[ 6.03807706 43.40598546]
 [ 6.94355624 46.44757863]
 [ 5.21057709 41.93588504]
 [ 7.277694   44.18763618]
 [ 5.10389507 41.97630534]]",58.97079372,
Somali,20000,5,7,Random Search,,18086,1288,"[[ 6.76880406 46.52090912]
 [ 9.14892516 43.38548872]
 [ 5.10389507 41.97630534]
 [ 8.37922484 45.64464875]
 [ 5.43443235 43.46223015]]",55.5990026,
Somali,20000,5,8,Random Search,,18145,1347,"[[ 6.08626894 45.47241639]
 [ 8.21854819 44.29270576]
 [ 4.34407296 41.91785708]
 [ 5.10389507 41.97630534]
 [ 5.45479112 41.08937294]]",54.97219133,
Somali,20000,5,9,Random Search,,18045,1247,"[[ 5.10389507 41.97630534]
 [10.8296803  42.16939894]
 [ 6.34373603 43.85900155]
 [ 6.86038826 45.61733406]
 [ 4.08779465 41.79627521]]",54.87496924,
Somali,20000,5,10,Random Search,,18045,1247,"[[ 6.20414993 44.62958626]
 [ 5.10389507 41.97630534]
 [ 7.50343147 42.6845386 ]
 [ 4.33755648 41.8217356 ]
 [ 9.80689452 40.92580815]]",53.864326,
Somali,20000,5,11,Random Search,,18084,1286,"[[ 5.44839651 41.81277961]
 [ 9.89678692 41.25892621]
 [ 5.10389507 41.97630534]
 [ 9.07572815 43.24091972]
 [ 4.21120909 42.37459993]]",54.10970163,
Somali,20000,5,12,Random Search,,18045,1247,"[[ 5.10389507 41.97630534]
 [ 5.87427805 42.89548994]
 [ 5.75462998 43.66530629]
 [ 6.12941774 43.24543402]
 [ 7.17188077 45.38908114]]",50.26221228,
Somali,20000,5,13,Random Search,,18045,1247,"[[ 5.10389507 41.97630534]
 [ 4.31195223 40.54456649]
 [ 9.58111481 41.22452376]
 [ 6.95246421 45.54242072]
 [ 7.44309969 44.27180894]]",55.78090835,
Somali,20000,5,14,Random Search,,18045,1247,"[[ 4.65821754 42.99861789]
 [ 5.10837433 43.5836507 ]
 [ 5.27630247 43.26942689]
 [ 8.01081864 43.99867188]
 [ 5.10389507 41.97630534]]",56.49570131,
Somali,20000,5,15,Random Search,,18062,1264,"[[ 8.58758411 43.04461798]
 [ 5.10389507 41.97630534]
 [ 8.44427627 42.37657206]
 [ 9.1575042  43.30858478]
 [ 6.25686908 44.79354104]]",56.71735191,
Somali,20000,5,16,Random Search,,18045,1247,"[[ 5.52612868 40.90200667]
 [ 5.10389507 41.97630534]
 [ 7.01632245 45.14346192]
 [ 6.65765001 45.38255399]
 [10.94124233 42.39998026]]",55.55406904,
Somali,20000,5,17,Random Search,,18138,1340,"[[ 7.53013077 42.6127635 ]
 [ 7.02335112 46.34462528]
 [ 5.10389507 41.97630534]
 [ 9.10449281 43.16509532]
 [ 4.07525131 41.78239438]]",51.11553049,
Somali,20000,5,18,Random Search,,17912,1114,"[[ 4.2556899  41.12700255]
 [ 8.19902719 45.12724877]
 [ 5.20239261 44.52414278]
 [ 6.61492934 46.30490954]
 [ 5.09901779 41.97868492]]",60.85525537,
Somali,20000,5,19,Random Search,,18126,1328,"[[ 5.7966003  41.90231419]
 [ 8.3101955  45.35436276]
 [ 5.82725503 41.93669573]
 [ 5.55501448 41.56382355]
 [ 5.10389507 41.97630534]]",64.16945601,
Somali,20000,5,20,Random Search,,18045,1247,"[[ 6.26232675 45.54971095]
 [ 9.84418541 41.71767797]
 [ 5.59825197 41.23931772]
 [ 6.0938735  45.18945984]
 [ 5.10389507 41.97630534]]",38.31316638,
Somali,20000,5,21,Random Search,,18045,1247,"[[ 7.83171297 42.10265475]
 [ 5.10389507 41.97630534]
 [ 9.15504296 43.15382781]
 [ 7.32718819 42.68572302]
 [ 5.52922641 43.64039767]]",33.07336354,
Somali,20000,5,22,Random Search,,18092,1294,"[[ 5.10389507 41.97630534]
 [ 9.94015507 41.27267896]
 [ 5.2253082  42.56297122]
 [10.44848879 41.28820804]
 [ 9.17429646 42.76372284]]",35.58526897,
Somali,20000,5,23,Random Search,,18082,1284,"[[ 5.64960466 44.13072082]
 [ 6.70209302 42.54856745]
 [ 8.42078964 43.35195699]
 [ 5.10389507 41.97630534]
 [ 5.43979864 42.86855529]]",38.78578377,
Somali,20000,5,24,Random Search,,18153,1355,"[[ 4.9195201  40.69368781]
 [ 7.31403192 43.14512699]
 [ 5.10389507 41.97630534]
 [ 6.30489946 42.35105929]
 [ 5.12541199 42.9133508 ]]",41.70321655,
Somali,20000,5,25,Random Search,,18057,1259,"[[ 5.10389507 41.97630534]
 [ 8.85838323 43.67961332]
 [ 6.23623573 43.17280109]
 [10.60516426 42.55952407]
 [ 7.90901279 46.44647461]]",33.44098616,
Somali,20000,5,26,Random Search,,18368,1570,"[[ 6.40040549 42.64518528]
 [ 7.07830719 44.27633026]
 [ 5.09901779 41.97868492]
 [ 6.58235669 43.03414789]
 [ 3.99366082 41.85225137]]",34.86304641,
Somali,20000,5,27,Random Search,,18045,1247,"[[10.01956464 42.74220152]
 [ 4.97975799 41.53526108]
 [ 8.10452576 43.14603095]
 [ 5.10389507 41.97630534]
 [ 8.48120274 43.08123147]]",33.85501504,
Somali,20000,5,28,Random Search,,18046,1248,"[[ 5.10389507 41.97630534]
 [ 9.2136492  42.65074138]
 [ 6.8638763  45.44584685]
 [ 6.93171695 42.46950253]
 [10.04401176 43.01424021]]",34.5559423,
